group	ec_number	pathwayid	pathway_id	pathway_name
group A	1.1.1.95	p260	260	"Glycine, serine and threonine metabolism"
group A	1.1.1.95	p270	270	Cysteine and methionine metabolism
group A	1.1.1.95	p680	680	Methane metabolism
group A	1.1.1.97	p623	623	"2,4-Dichlorobenzoate degradation"
group A	1.1.2.10	p680	680	Methane metabolism
group A	1.1.2.2	p40	40	Pentose and glucuronate interconversions
group A	1.1.2.2	p51	51	Fructose and mannose metabolism
group A	1.1.2.3	p620	620	Pyruvate metabolism
group A	1.1.2.4	p620	620	Pyruvate metabolism
group A	1.1.2.5	p620	620	Pyruvate metabolism
group A	1.1.2.7	p10	10	Glycolysis / Gluconeogenesis
group A	1.1.2.7	p620	620	Pyruvate metabolism
group A	1.1.2.7	p625	625	Tetrachloroethene degradation
group A	1.1.2.7	p680	680	Methane metabolism
group A	1.1.2.7	p910	910	Nitrogen metabolism
group A	1.1.2.8	p10	10	Glycolysis / Gluconeogenesis
group A	1.1.2.8	p620	620	Pyruvate metabolism
group A	1.1.2.8	p625	625	Tetrachloroethene degradation
group A	1.1.2.8	p640	640	Propanoate metabolism
group A	1.1.3.-	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group A	1.1.3.12	p750	750	Vitamin B6 metabolism
group A	1.1.3.13	p680	680	Methane metabolism
group A	1.1.3.15	p630	630	Glyoxylate and dicarboxylate metabolism
group A	1.1.3.16	p981	981	Insect hormone biosynthesis
group A	1.1.3.17	p260	260	"Glycine, serine and threonine metabolism"
group A	1.1.3.19	p627	627	"1,4-Dichlorobenzene degradation"
group A	1.1.3.21	p564	564	Glycerophospholipid metabolism
group A	1.1.3.23	p730	730	Thiamine metabolism
group A	1.1.3.3	p620	620	Pyruvate metabolism
group A	1.1.3.37	p53	53	Ascorbate and aldarate metabolism
group A	1.1.3.38	p627	627	"1,4-Dichlorobenzene degradation"
group A	1.1.3.4	p30	30	Pentose phosphate pathway
group A	1.1.3.41	p40	40	Pentose and glucuronate interconversions
group A	1.1.3.41	p51	51	Fructose and mannose metabolism
group A	1.1.3.43	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group A	1.1.3.44	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group A	1.1.3.45	p1057	1057	Biosynthesis of type II polyketide products
group A	1.1.3.46	p261	261	Monobactam biosynthesis
group A	1.1.3.46	p1055	1055	Biosynthesis of vancomycin group antibiotics
group A	1.1.3.47	p365	365	Furfural degradation
group A	1.1.3.5	p30	30	Pentose phosphate pathway
group A	1.1.3.6	p984	984	Steroid degradation
group A	1.1.3.8	p53	53	Ascorbate and aldarate metabolism
group A	1.1.3.9	p52	52	Galactose metabolism
group A	1.1.4.1	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group A	1.1.5.12	p620	620	Pyruvate metabolism
group A	1.1.5.13	p310	310	Lysine degradation
group A	1.1.5.2	p30	30	Pentose phosphate pathway
group A	1.1.5.3	p564	564	Glycerophospholipid metabolism
group A	1.1.5.4	p20	20	Citrate cycle (TCA cycle)
group A	1.1.5.4	p620	620	Pyruvate metabolism
group A	1.1.5.5	p10	10	Glycolysis / Gluconeogenesis
group A	1.1.5.5	p620	620	Pyruvate metabolism
group A	1.1.5.8	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group A	1.1.5.9	p30	30	Pentose phosphate pathway
group A	1.1.7.1	p362	362	Benzoate degradation via hydroxylation
group A	1.1.7.1	p627	627	"1,4-Dichlorobenzene degradation"
group A	1.1.98.6	p230	230	Purine metabolism
group A	1.1.98.6	p240	240	Pyrimidine metabolism
group A	1.1.99.-	p440	440	Phosphonate and phosphinate metabolism
group A	1.1.99.1	p260	260	"Glycine, serine and threonine metabolism"
group A	1.1.99.13	p500	500	Starch and sucrose metabolism
group A	1.1.99.14	p630	630	Glyoxylate and dicarboxylate metabolism
group A	1.1.99.2	p650	650	Butanoate metabolism
group A	1.1.99.20	p71	71	Fatty acid metabolism
group A	1.1.99.21	p51	51	Fructose and mannose metabolism
group A	1.1.99.3	p30	30	Pentose phosphate pathway
group A	1.1.99.31	p627	627	"1,4-Dichlorobenzene degradation"
group A	1.1.99.38	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group A	1.1.99.40	p620	620	Pyruvate metabolism
group A	1.1.99.41	p901	901	Indole alkaloid biosynthesis
group A	1.1.99.42	p750	750	Vitamin B6 metabolism
group A	1.1.99.6	p620	620	Pyruvate metabolism
group A	1.1.99.7	p620	620	Pyruvate metabolism
group A	1.1.99.9	p750	750	Vitamin B6 metabolism
group A	1.10.2.2	p190	190	Oxidative phosphorylation
group A	1.10.2.2	p910	910	Nitrogen metabolism
group A	1.10.3.-	p965	965	Betalain biosynthesis
group A	1.10.3.1	p350	350	Tyrosine metabolism
group A	1.10.3.1	p950	950	Isoquinoline alkaloid biosynthesis
group A	1.10.3.15	p997	997	Biosynthesis of various other secondary metabolites
group A	1.10.3.16	p405	405	Phenazine biosynthesis
group A	1.10.3.3	p53	53	Ascorbate and aldarate metabolism
group A	1.10.3.4	p380	380	Tryptophan metabolism
group A	1.10.9.1	p195	195	Photosynthesis
group A	1.10.99.3	p906	906	Carotenoid biosynthesis
group A	1.11.1.-	p480	480	Glutathione metabolism
group A	1.11.1.11	p53	53	Ascorbate and aldarate metabolism
group A	1.11.1.11	p480	480	Glutathione metabolism
group A	1.11.1.12	p480	480	Glutathione metabolism
group A	1.11.1.15	p480	480	Glutathione metabolism
group A	1.11.1.20	p590	590	Arachidonic acid metabolism
group A	1.11.1.21	p360	360	Phenylalanine metabolism
group A	1.11.1.21	p380	380	Tryptophan metabolism
group A	1.11.1.21	p680	680	Methane metabolism
group A	1.11.1.21	p940	940	Phenylpropanoid biosynthesis
group A	1.11.1.21	p983	983	Drug metabolism - other enzymes
group A	1.11.1.23	p998	998	Biosynthesis of various antibiotics
group A	1.11.1.27	p480	480	Glutathione metabolism
group A	1.11.1.6	p380	380	Tryptophan metabolism
group A	1.11.1.6	p630	630	Glyoxylate and dicarboxylate metabolism
group A	1.11.1.6	p680	680	Methane metabolism
group A	1.11.1.7	p360	360	Phenylalanine metabolism
group A	1.11.1.7	p680	680	Methane metabolism
group A	1.11.1.7	p940	940	Phenylpropanoid biosynthesis
group A	1.11.1.8	p350	350	Tyrosine metabolism
group A	1.11.1.9	p480	480	Glutathione metabolism
group A	1.11.1.9	p590	590	Arachidonic acid metabolism
group A	1.11.2.2	p983	983	Drug metabolism - other enzymes
group A	1.11.2.3	p73	73	"Cutin, suberine and wax biosynthesis"
group A	1.11.2.6	p350	350	Tyrosine metabolism
group A	1.12.1.2	p680	680	Methane metabolism
group A	1.12.7.2	p680	680	Methane metabolism
group A	1.12.98.1	p680	680	Methane metabolism
group A	1.12.98.2	p680	680	Methane metabolism
group A	1.12.98.4	p920	920	Sulfur metabolism
group A	1.12.99.6	p633	633	Trinitrotoluene degradation
group A	1.13.-.-	p363	363	Bisphenol A degradation
group A	1.13.-.-	p626	626	Naphthalene and anthracene degradation
group A	1.13.11.-	p351	351	"1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation"
group A	1.13.11.-	p361	361	gamma-Hexachlorocyclohexane degradation
group A	1.13.11.-	p362	362	Benzoate degradation via hydroxylation
group A	1.13.11.-	p380	380	Tryptophan metabolism
group A	1.13.11.-	p590	590	Arachidonic acid metabolism
group A	1.13.11.-	p621	621	Dioxin degradation
group A	1.13.11.-	p622	622	Toluene and xylene degradation
group A	1.13.11.-	p623	623	"2,4-Dichlorobenzoate degradation"
group A	1.13.11.-	p624	624	1- and 2-Methylnaphthalene degradation
group A	1.13.11.-	p626	626	Naphthalene and anthracene degradation
group A	1.13.11.-	p627	627	"1,4-Dichlorobenzene degradation"
group A	1.13.11.-	p633	633	Trinitrotoluene degradation
group A	1.13.11.-	p965	965	Betalain biosynthesis
group A	1.13.11.1	p361	361	gamma-Hexachlorocyclohexane degradation
group A	1.13.11.1	p362	362	Benzoate degradation via hydroxylation
group A	1.13.11.1	p364	364	Fluorobenzoate degradation
group A	1.13.11.1	p623	623	"2,4-Dichlorobenzoate degradation"
group A	1.13.11.10	p380	380	Tryptophan metabolism
group A	1.13.11.11	p380	380	Tryptophan metabolism
group A	1.13.11.12	p591	591	Linoleic acid metabolism
group A	1.13.11.12	p592	592	alpha-Linolenic acid metabolism
group A	1.13.11.14	p362	362	Benzoate degradation via hydroxylation
group A	1.13.11.15	p350	350	Tyrosine metabolism
group A	1.13.11.16	p360	360	Phenylalanine metabolism
group A	1.13.11.17	p380	380	Tryptophan metabolism
group A	1.13.11.18	p920	920	Sulfur metabolism
group A	1.13.11.19	p430	430	Taurine and hypotaurine metabolism
group A	1.13.11.2	p361	361	gamma-Hexachlorocyclohexane degradation
group A	1.13.11.2	p362	362	Benzoate degradation via hydroxylation
group A	1.13.11.2	p622	622	Toluene and xylene degradation
group A	1.13.11.2	p643	643	Styrene degradation
group A	1.13.11.20	p270	270	Cysteine and methionine metabolism
group A	1.13.11.20	p430	430	Taurine and hypotaurine metabolism
group A	1.13.11.22	p940	940	Phenylpropanoid biosynthesis
group A	1.13.11.23	p380	380	Tryptophan metabolism
group A	1.13.11.25	p984	984	Steroid degradation
group A	1.13.11.27	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group A	1.13.11.27	p350	350	Tyrosine metabolism
group A	1.13.11.27	p360	360	Phenylalanine metabolism
group A	1.13.11.29	p350	350	Tyrosine metabolism
group A	1.13.11.3	p362	362	Benzoate degradation via hydroxylation
group A	1.13.11.3	p624	624	1- and 2-Methylnaphthalene degradation
group A	1.13.11.30	p350	350	Tyrosine metabolism
group A	1.13.11.31	p590	590	Arachidonic acid metabolism
group A	1.13.11.33	p590	590	Arachidonic acid metabolism
group A	1.13.11.33	p591	591	Linoleic acid metabolism
group A	1.13.11.34	p590	590	Arachidonic acid metabolism
group A	1.13.11.37	p361	361	gamma-Hexachlorocyclohexane degradation
group A	1.13.11.37	p362	362	Benzoate degradation via hydroxylation
group A	1.13.11.38	p624	624	1- and 2-Methylnaphthalene degradation
group A	1.13.11.39	p361	361	gamma-Hexachlorocyclohexane degradation
group A	1.13.11.39	p621	621	Dioxin degradation
group A	1.13.11.4	p350	350	Tyrosine metabolism
group A	1.13.11.40	p590	590	Arachidonic acid metabolism
group A	1.13.11.41	p363	363	Bisphenol A degradation
group A	1.13.11.45	p591	591	Linoleic acid metabolism
group A	1.13.11.46	p261	261	Monobactam biosynthesis
group A	1.13.11.46	p1055	1055	Biosynthesis of vancomycin group antibiotics
group A	1.13.11.5	p350	350	Tyrosine metabolism
group A	1.13.11.5	p643	643	Styrene degradation
group A	1.13.11.51	p906	906	Carotenoid biosynthesis
group A	1.13.11.52	p380	380	Tryptophan metabolism
group A	1.13.11.53	p270	270	Cysteine and methionine metabolism
group A	1.13.11.54	p270	270	Cysteine and methionine metabolism
group A	1.13.11.55	p920	920	Sulfur metabolism
group A	1.13.11.56	p626	626	Naphthalene and anthracene degradation
group A	1.13.11.57	p627	627	"1,4-Dichlorobenzene degradation"
group A	1.13.11.58	p591	591	Linoleic acid metabolism
group A	1.13.11.59	p906	906	Carotenoid biosynthesis
group A	1.13.11.6	p380	380	Tryptophan metabolism
group A	1.13.11.60	p591	591	Linoleic acid metabolism
group A	1.13.11.62	p591	591	Linoleic acid metabolism
group A	1.13.11.63	p830	830	Retinol metabolism
group A	1.13.11.66	p361	361	gamma-Hexachlorocyclohexane degradation
group A	1.13.11.68	p906	906	Carotenoid biosynthesis
group A	1.13.11.69	p906	906	Carotenoid biosynthesis
group A	1.13.11.72	p440	440	Phosphonate and phosphinate metabolism
group A	1.13.11.73	p440	440	Phosphonate and phosphinate metabolism
group A	1.13.11.74	p627	627	"1,4-Dichlorobenzene degradation"
group A	1.13.11.78	p440	440	Phosphonate and phosphinate metabolism
group A	1.13.11.79	p740	740	Riboflavin metabolism
group A	1.13.11.8	p362	362	Benzoate degradation via hydroxylation
group A	1.13.11.8	p624	624	1- and 2-Methylnaphthalene degradation
group A	1.13.11.8	p627	627	"1,4-Dichlorobenzene degradation"
group A	1.13.11.80	p1055	1055	Biosynthesis of vancomycin group antibiotics
group A	1.13.11.81	p790	790	Folate biosynthesis
group A	1.13.11.83	p401	401	Novobiocin biosynthesis
group A	1.13.11.84	p999	999	Biosynthesis of various plant secondary metabolites
group A	1.13.11.89	p440	440	Phosphonate and phosphinate metabolism
group A	1.13.11.9	p760	760	Nicotinate and nicotinamide metabolism
group A	1.13.11.92	p592	592	alpha-Linolenic acid metabolism
group A	1.13.12.-	p232	232	Caffeine metabolism
group A	1.13.12.-	p350	350	Tyrosine metabolism
group A	1.13.12.-	p625	625	Tetrachloroethene degradation
group A	1.13.12.-	p633	633	Trinitrotoluene degradation
group A	1.13.12.1	p330	330	Arginine and proline metabolism
group A	1.13.12.15	p350	350	Tyrosine metabolism
group A	1.13.12.16	p910	910	Nitrogen metabolism
group A	1.13.12.17	p404	404	Staurosporine biosynthesis
group A	1.13.12.2	p310	310	Lysine degradation
group A	1.13.12.20	p254	254	Aflatoxin biosynthesis
group A	1.13.12.21	p1057	1057	Biosynthesis of type II polyketide products
group A	1.13.12.22	p1057	1057	Biosynthesis of type II polyketide products
group A	1.13.12.23	p401	401	Novobiocin biosynthesis
group A	1.13.12.3	p380	380	Tryptophan metabolism
group A	1.13.12.4	p620	620	Pyruvate metabolism
group A	1.13.12.9	p360	360	Phenylalanine metabolism
group A	1.13.99.1	p53	53	Ascorbate and aldarate metabolism
group A	1.13.99.1	p562	562	Inositol phosphate metabolism
group A	1.13.99.3	p380	380	Tryptophan metabolism
group A	1.14.-.-	p53	53	Ascorbate and aldarate metabolism
group A	1.14.-.-	p100	100	Steroid biosynthesis
group A	1.14.-.-	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group A	1.14.-.-	p253	253	Tetracycline biosynthesis
group A	1.14.-.-	p361	361	gamma-Hexachlorocyclohexane degradation
group A	1.14.-.-	p363	363	Bisphenol A degradation
group A	1.14.-.-	p380	380	Tryptophan metabolism
group A	1.14.-.-	p522	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
group A	1.14.-.-	p600	600	Sphingolipid metabolism
group A	1.14.-.-	p624	624	1- and 2-Methylnaphthalene degradation
group A	1.14.-.-	p625	625	Tetrachloroethene degradation
group A	1.14.-.-	p627	627	"1,4-Dichlorobenzene degradation"
group A	1.14.-.-	p780	780	Biotin metabolism
group A	1.14.-.-	p903	903	Limonene and pinene degradation
group A	1.14.-.-	p904	904	Diterpenoid biosynthesis
group A	1.14.-.-	p905	905	Brassinosteroid biosynthesis
group A	1.14.-.-	p906	906	Carotenoid biosynthesis
group A	1.14.-.-	p940	940	Phenylpropanoid biosynthesis
group A	1.14.-.-	p945	945	"Stilbenoid, diarylheptanoid and gingerol biosynthesis"
group A	1.14.-.-	p966	966	Glucosinolate biosynthesis
group A	1.14.-.-	p981	981	Insect hormone biosynthesis
group A	1.14.-.-	p1057	1057	Biosynthesis of type II polyketide products
group A	1.14.11.-	p260	260	"Glycine, serine and threonine metabolism"
group A	1.14.11.-	p361	361	gamma-Hexachlorocyclohexane degradation
group A	1.14.11.-	p904	904	Diterpenoid biosynthesis
group A	1.14.11.1	p310	310	Lysine degradation
group A	1.14.11.11	p960	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
group A	1.14.11.12	p904	904	Diterpenoid biosynthesis
group A	1.14.11.13	p904	904	Diterpenoid biosynthesis
group A	1.14.11.14	p960	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
group A	1.14.11.15	p904	904	Diterpenoid biosynthesis
group A	1.14.11.17	p430	430	Taurine and hypotaurine metabolism
group A	1.14.11.17	p920	920	Sulfur metabolism
group A	1.14.11.19	p941	941	Flavonoid biosynthesis
group A	1.14.11.2	p330	330	Arginine and proline metabolism
group A	1.14.11.20	p901	901	Indole alkaloid biosynthesis
group A	1.14.11.21	p331	331	Clavulanic acid biosynthesis
group A	1.14.11.22	p941	941	Flavonoid biosynthesis
group A	1.14.11.22	p943	943	Isoflavonoid biosynthesis
group A	1.14.11.23	p941	941	Flavonoid biosynthesis
group A	1.14.11.24	p999	999	Biosynthesis of various plant secondary metabolites
group A	1.14.11.25	p999	999	Biosynthesis of various plant secondary metabolites
group A	1.14.11.26	p311	311	Penicillin and cephalosporin biosynthesis
group A	1.14.11.31	p950	950	Isoquinoline alkaloid biosynthesis
group A	1.14.11.32	p950	950	Isoquinoline alkaloid biosynthesis
group A	1.14.11.35	p998	998	Biosynthesis of various antibiotics
group A	1.14.11.36	p998	998	Biosynthesis of various antibiotics
group A	1.14.11.37	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group A	1.14.11.38	p404	404	Staurosporine biosynthesis
group A	1.14.11.4	p310	310	Lysine degradation
group A	1.14.11.46	p440	440	Phosphonate and phosphinate metabolism
group A	1.14.11.52	p525	525	Acarbose and validamycin biosynthesis
group A	1.14.11.55	p260	260	"Glycine, serine and threonine metabolism"
group A	1.14.11.59	p402	402	Benzoxazinoid biosynthesis
group A	1.14.11.59	p999	999	Biosynthesis of various plant secondary metabolites
group A	1.14.11.60	p999	999	Biosynthesis of various plant secondary metabolites
group A	1.14.11.61	p999	999	Biosynthesis of various plant secondary metabolites
group A	1.14.11.62	p999	999	Biosynthesis of various plant secondary metabolites
group A	1.14.11.64	p310	310	Lysine degradation
group A	1.14.11.71	p440	440	Phosphonate and phosphinate metabolism
group A	1.14.11.8	p310	310	Lysine degradation
group A	1.14.11.9	p941	941	Flavonoid biosynthesis
group A	1.14.12.-	p361	361	gamma-Hexachlorocyclohexane degradation
group A	1.14.12.-	p364	364	Fluorobenzoate degradation
group A	1.14.12.-	p621	621	Dioxin degradation
group A	1.14.12.-	p622	622	Toluene and xylene degradation
group A	1.14.12.-	p623	623	"2,4-Dichlorobenzoate degradation"
group A	1.14.12.-	p624	624	1- and 2-Methylnaphthalene degradation
group A	1.14.12.-	p626	626	Naphthalene and anthracene degradation
group A	1.14.12.-	p627	627	"1,4-Dichlorobenzene degradation"
group A	1.14.12.-	p633	633	Trinitrotoluene degradation
group A	1.14.12.-	p642	642	Ethylbenzene degradation
group A	1.14.12.-	p643	643	Styrene degradation
group A	1.14.12.1	p627	627	"1,4-Dichlorobenzene degradation"
group A	1.14.12.10	p362	362	Benzoate degradation via hydroxylation
group A	1.14.12.10	p364	364	Fluorobenzoate degradation
group A	1.14.12.11	p623	623	"2,4-Dichlorobenzoate degradation"
group A	1.14.12.11	p625	625	Tetrachloroethene degradation
group A	1.14.12.12	p624	624	1- and 2-Methylnaphthalene degradation
group A	1.14.12.12	p626	626	Naphthalene and anthracene degradation
group A	1.14.12.12	p642	642	Ethylbenzene degradation
group A	1.14.12.13	p364	364	Fluorobenzoate degradation
group A	1.14.12.14	p362	362	Benzoate degradation via hydroxylation
group A	1.14.12.14	p623	623	"2,4-Dichlorobenzoate degradation"
group A	1.14.12.15	p624	624	1- and 2-Methylnaphthalene degradation
group A	1.14.12.18	p621	621	Dioxin degradation
group A	1.14.12.19	p360	360	Phenylalanine metabolism
group A	1.14.12.20	p860	860	Porphyrin and chlorophyll metabolism
